farm_id,region,crop_type,planting_date,harvest_date,area_ha,yield_kg,irrigation_type,soil_type,fertilizer_used,pesticide_used,rainfall_mm,avg_temperature_c,farmer_age,organic,planting_year,harvest_year,planting_month,growing_days,days_since_harvest
177,South,Soybean,2023-07-09,2023-11-10,31.77,71509,Flood,Silt,Nitrogen-based,Insecticide,1342.7,20.9,57,No,2023,2023,2023-07,124,579
178,South,Cotton,2020-11-23,2021-04-27,26.18,51678,Sprinkler,Sandy,Phosphate-based,Mixed,1490.8,15.5,63,yes,2020,2021,2020-11,155,1506
179,North,Cotton,2024-06-10,2024-12-03,3.03,6114,Flood,Loam,Phosphate-based,None,1569.1,20.6,64,No,2024,2024,2024-06,176,190
180,West,Corn,2023-10-25,2024-02-04,12.03,63074,Drip,Loam,Nitrogen-based,Fungicide,1498.0,15.8,55,No,2023,2024,2023-10,102,493
181,West,Soybean,2022-05-14,2022-08-29,24.85,80511,Drip,Loam,Mixed,Mixed,649.4,26.6,27,no,2022,2022,2022-05,107,1017
182,West,Corn,2023-05-06,2023-09-25,15.86,87879,Unknown,Sandy,Nitrogen-based,Mixed,1403.5,22.5,43,no,2023,2023,2023-05,142,625
183,South,Rice,2020-05-10,2020-08-15,9.5,35065,Sprinkler,Clay,Organic,Insecticide,1143.1,29.7,32,no,2020,2020,2020-05,97,1761
184,West,Rice,2022-02-27,2022-07-02,25.45,101750,Sprinkler,Loam,Organic,Fungicide,1235.0,17.8,54,yes,2022,2022,2022-02,125,1075
185,South,Cotton,2022-02-20,2022-08-12,16.48,40400,Sprinkler,Sandy,Nitrogen-based,Insecticide,101.5,22.6,55,No,2022,2022,2022-02,173,1034
186,South,Rice,2023-05-05,2023-08-19,13.28,59350,Unknown,Peat,Phosphate-based,Mixed,590.7,16.5,53,No,2023,2023,2023-05,106,662
187,West,Rice,2022-08-16,2023-02-11,23.47,114887,Drip,Clay,None,Insecticide,1868.3,33.4,30,no,2022,2023,2022-08,179,851
188,South,Barley,2022-12-19,2023-04-04,7.1,18440,None,Sandy,Organic,Fungicide,651.1,23.0,26,No,2022,2023,2022-12,106,799
189,East,Rice,2021-05-29,2021-09-27,46.42,165858,Sprinkler,Clay,Organic,None,932.2,14.3,47,yes,2021,2021,2021-05,121,1353
190,West,Cotton,2023-02-07,2023-05-26,43.45,77814,None,Peat,Nitrogen-based,Insecticide,454.7,16.8,68,No,2023,2023,2023-02,108,747
191,West,Cotton,2024-10-28,2025-03-08,35.53,66775,Flood,Silt,Organic,Insecticide,363.3,12.1,54,yes,2024,2025,2024-10,131,95
192,West,Cotton,2025-04-14,2025-08-13,5.76,9682,Drip,Loam,Organic,Fungicide,496.5,10.7,62,no,2025,2025,2025-04,121,-63
193,South,Wheat,2020-01-24,2020-07-18,38.91,121898,Drip,Silt,Nitrogen-based,Fungicide,1151.9,23.1,70,no,2020,2020,2020-01,176,1789
194,East,Soybean,2023-10-25,2024-03-13,40.49,105968,Flood,Peat,Phosphate-based,Mixed,1846.2,18.4,63,no,2023,2024,2023-10,140,455
195,East,Barley,2024-01-16,2024-06-16,38.5,129448,Drip,Peat,Organic,Fungicide,719.8,34.1,33,No,2024,2024,2024-01,152,360
196,South,Rice,2020-08-22,2020-12-08,6.14,18075,Unknown,Peat,Nitrogen-based,Herbicide,714.5,14.3,31,yes,2020,2020,2020-08,108,1646
197,West,Barley,2023-10-28,2024-04-08,32.37,77800,Drip,Sandy,None,Mixed,1171.9,29.8,68,Yes,2023,2024,2023-10,163,429
198,South,Rice,2024-12-17,2025-06-05,41.8,187403,None,Clay,Mixed,None,777.8,17.9,39,No,2024,2025,2024-12,170,6
199,South,Wheat,2023-01-04,2023-05-08,29.08,89640,Flood,Peat,Organic,Fungicide,1829.8,15.6,39,no,2023,2023,2023-01,124,765
200,West,Soybean,2024-03-17,2024-09-03,32.5,81796,Sprinkler,Silt,Mixed,Mixed,817.9,34.2,45,No,2024,2024,2024-03,170,281
201,South,Wheat,2021-06-30,2021-11-20,23.19,82758,Drip,Silt,Mixed,None,1031.8,30.1,38,no,2021,2021,2021-06,143,1299
202,North,Cotton,2024-04-23,2024-09-08,26.67,45259,Sprinkler,Clay,Phosphate-based,Mixed,1113.4,25.8,35,no,2024,2024,2024-04,138,276
203,West,Cotton,2023-08-05,2023-12-30,2.2,3919,None,Sandy,Unknown,Fungicide,1585.9,27.4,35,No,2023,2023,2023-08,147,529
204,South,Soybean,2021-11-27,2022-03-06,32.13,70125,Sprinkler,Sandy,Nitrogen-based,Insecticide,1171.4,34.8,44,No,2021,2022,2021-11,99,1193
205,West,Barley,2020-08-16,2021-02-03,4.53,8854,Flood,Clay,None,Herbicide,554.4,24.8,37,No,2020,2021,2020-08,171,1589
206,West,Rice,2021-08-24,2021-12-03,22.03,89875,Flood,Loam,Mixed,Insecticide,335.6,12.5,69,No,2021,2021,2021-08,101,1286
207,West,Barley,2022-06-09,2022-10-28,14.99,38680,Drip,Clay,Phosphate-based,Mixed,1881.8,11.6,54,Yes,2022,2022,2022-06,141,957
208,West,Soybean,2020-11-19,2021-04-23,27.5,61191,Drip,Clay,Mixed,Herbicide,1623.0,26.7,64,No,2020,2021,2020-11,155,1510
209,West,Wheat,2022-07-18,2022-11-20,7.1,18381,Unknown,Silt,Phosphate-based,Insecticide,143.6,26.4,63,yes,2022,2022,2022-07,125,934
210,South,Barley,2020-01-07,2020-07-03,34.74,97013,Sprinkler,Loam,Nitrogen-based,None,1660.9,28.7,44,no,2020,2020,2020-01,178,1804
211,South,Cotton,2024-01-18,2024-06-03,39.85,70153,Sprinkler,Clay,Nitrogen-based,Herbicide,1222.1,12.7,69,no,2024,2024,2024-01,137,373
212,East,Cotton,2024-11-28,2025-04-25,8.59,17750,Drip,Clay,Nitrogen-based,Fungicide,1085.9,33.6,67,No,2024,2025,2024-11,148,47
213,South,Corn,2024-01-13,2024-06-13,5.66,30249,Flood,Loam,Nitrogen-based,Herbicide,123.2,23.8,62,Yes,2024,2024,2024-01,152,363
214,South,Cotton,2021-06-23,2021-11-01,7.7,14719,None,Sandy,Phosphate-based,Mixed,1583.6,26.2,32,Yes,2021,2021,2021-06,131,1318
215,West,Wheat,2022-10-22,2023-04-04,43.92,124596,Unknown,Sandy,Mixed,Insecticide,476.3,10.9,61,No,2022,2023,2022-10,164,799
216,North,Soybean,2024-04-09,2024-07-08,26.65,68478,None,Sandy,Nitrogen-based,Insecticide,1483.2,34.0,66,no,2024,2024,2024-04,90,338
217,South,Soybean,2020-12-31,2021-04-11,23.63,58819,Drip,Clay,Mixed,Unknown,130.1,24.1,57,no,2020,2021,2020-12,101,1522
218,South,Rice,2022-11-05,2023-04-02,5.78,27732,Unknown,Silt,Mixed,Mixed,1613.1,24.1,50,No,2022,2023,2022-11,148,801
219,North,Soybean,2025-02-12,2025-08-02,32.65,85521,Sprinkler,Clay,Nitrogen-based,Herbicide,143.8,33.6,68,No,2025,2025,2025-02,171,-52
220,North,Rice,2020-08-05,2021-01-27,43.47,202455,Drip,Loam,Organic,Insecticide,548.2,33.2,63,No,2020,2021,2020-08,175,1596
221,North,Cotton,2024-11-17,2025-05-15,41.5,90600,None,Clay,Phosphate-based,Insecticide,609.7,15.5,32,No,2024,2025,2024-11,179,27
222,East,Wheat,2023-07-04,2023-11-16,31.49,75787,Sprinkler,Loam,Nitrogen-based,Insecticide,399.3,33.3,42,no,2023,2023,2023-07,135,573
223,South,Rice,2021-09-03,2021-12-10,4.23,15503,Drip,Clay,None,Fungicide,1014.0,28.4,63,no,2021,2021,2021-09,98,1279
224,North,Cotton,2024-09-19,2025-02-24,6.06,12032,Sprinkler,Loam,Nitrogen-based,Fungicide,639.0,10.5,38,no,2024,2025,2024-09,158,107
225,West,Soybean,2023-08-01,2023-12-19,2.94,8307,Drip,Loam,Mixed,Herbicide,1987.2,16.0,42,no,2023,2023,2023-08,140,540
226,West,Cotton,2022-11-05,2023-03-02,13.25,34163,Sprinkler,Peat,None,Insecticide,1201.9,20.3,45,No,2022,2023,2022-11,117,832
227,North,Wheat,2023-06-01,2023-10-23,7.22,20087,Flood,Loam,Phosphate-based,Fungicide,1176.3,24.6,47,Yes,2023,2023,2023-06,144,597
228,East,Barley,2021-02-11,2021-06-08,13.37,37746,Unknown,Clay,Mixed,Insecticide,519.7,27.5,28,No,2021,2021,2021-02,117,1464
229,South,Soybean,2020-11-09,2021-04-11,19.56,54767,Sprinkler,Peat,Phosphate-based,Herbicide,876.5,15.3,34,no,2020,2021,2020-11,153,1522
230,South,Soybean,2022-02-04,2022-06-08,47.18,116926,Flood,Peat,Nitrogen-based,Herbicide,335.6,30.9,67,yes,2022,2022,2022-02,124,1099
231,East,Soybean,2024-04-10,2024-08-19,30.71,95708,Sprinkler,Clay,Phosphate-based,Herbicide,1548.8,31.1,35,No,2024,2024,2024-04,131,296
232,North,Rice,2020-11-26,2021-04-01,41.83,133493,Drip,Loam,Nitrogen-based,None,729.2,25.9,44,No,2020,2021,2020-11,126,1532
233,South,Soybean,2023-01-09,2023-05-22,35.66,98216,Drip,Sandy,None,Insecticide,1528.7,33.0,43,No,2023,2023,2023-01,133,751
234,West,Cotton,2024-05-13,2024-10-20,6.07,13356,Sprinkler,Sandy,Mixed,Insecticide,806.2,30.3,25,No,2024,2024,2024-05,160,234
235,North,Wheat,2025-03-04,2025-08-14,36.93,129935,Flood,Loam,Nitrogen-based,None,1978.6,15.5,55,no,2025,2025,2025-03,163,-64
236,East,Soybean,2022-12-22,2023-04-07,14.12,35628,Unknown,Peat,Phosphate-based,Fungicide,425.1,30.0,26,no,2022,2023,2022-12,106,796
237,South,Corn,2025-02-24,2025-08-05,32.14,182190,None,Sandy,Nitrogen-based,Mixed,102.9,33.8,65,yes,2025,2025,2025-02,162,-55
238,West,Rice,2020-01-02,2020-06-02,17.38,66921,Drip,Sandy,None,Mixed,1230.2,13.4,29,Yes,2020,2020,2020-01,152,1835
239,South,Wheat,2023-05-11,2023-09-21,49.88,131651,Drip,Clay,Mixed,Mixed,1910.6,34.5,58,no,2023,2023,2023-05,133,629
240,East,Cotton,2021-10-25,2022-04-20,13.55,23249,Drip,Silt,Phosphate-based,Herbicide,1329.4,10.6,28,yes,2021,2022,2021-10,177,1148
241,South,Rice,2022-09-27,2023-01-01,14.32,44895,Drip,Clay,Organic,Unknown,262.9,23.1,51,no,2022,2023,2022-09,96,892
242,North,Soybean,2020-02-09,2020-05-14,46.57,108717,None,Sandy,Mixed,Mixed,1126.9,29.3,63,Yes,2020,2020,2020-02,95,1854
243,West,Rice,2020-08-17,2020-11-27,1.72,7201,Unknown,Sandy,Phosphate-based,None,1828.0,29.8,27,no,2020,2020,2020-08,102,1657
244,North,Barley,2025-03-17,2025-09-03,34.99,94913,Flood,Peat,Nitrogen-based,Herbicide,112.4,28.4,50,no,2025,2025,2025-03,170,-84
245,South,Cotton,2022-01-13,2022-06-10,36.4,74961,Unknown,Sandy,Phosphate-based,Insecticide,417.1,23.2,65,no,2022,2022,2022-01,148,1097
246,North,Barley,2024-12-04,2025-03-06,41.9,139051,Drip,Loam,Organic,Herbicide,1647.7,26.3,25,yes,2024,2025,2024-12,92,97
247,South,Soybean,2024-08-30,2024-12-13,48.73,112368,Drip,Peat,Nitrogen-based,Mixed,1798.4,27.5,40,No,2024,2024,2024-08,105,180
248,West,Barley,2024-07-10,2024-10-28,48.79,184568,Flood,Loam,None,Fungicide,1443.6,22.4,59,Yes,2024,2024,2024-07,110,226
249,West,Soybean,2021-09-21,2022-02-14,3.73,10381,Sprinkler,Clay,Nitrogen-based,Fungicide,1984.0,24.9,43,No,2021,2022,2021-09,146,1213
250,South,Corn,2021-05-05,2021-09-30,41.18,199817,Sprinkler,Silt,Nitrogen-based,Mixed,271.4,31.2,40,No,2021,2021,2021-05,148,1350
251,South,Barley,2020-04-28,2020-07-27,32.49,87975,Unknown,Silt,Mixed,Herbicide,1136.8,17.8,57,Yes,2020,2020,2020-04,90,1780
252,South,Cotton,2021-05-08,2021-09-29,32.54,55238,Flood,Peat,Phosphate-based,Fungicide,1401.5,23.1,55,No,2021,2021,2021-05,144,1351
253,East,Corn,2024-12-03,2025-03-28,6.85,34117,Drip,Silt,Organic,Insecticide,1435.0,10.2,46,no,2024,2025,2024-12,115,75
254,North,Barley,2023-03-07,2023-09-01,32.68,61834,Drip,Sandy,Mixed,Fungicide,1607.6,27.2,68,yes,2023,2023,2023-03,178,649
255,West,Soybean,2025-04-23,2025-08-07,49.13,145960,Sprinkler,Peat,Nitrogen-based,None,1843.5,14.9,44,no,2025,2025,2025-04,106,-57
256,North,Wheat,2020-06-10,2020-11-30,45.64,79072,Flood,Peat,Phosphate-based,Fungicide,787.1,22.0,30,No,2020,2020,2020-06,173,1654
257,North,Corn,2020-06-24,2020-10-30,22.24,111896,Sprinkler,Clay,Organic,Mixed,181.6,15.3,59,No,2020,2020,2020-06,128,1685
258,East,Soybean,2024-02-07,2024-05-27,2.48,5136,Flood,Sandy,Mixed,Unknown,788.6,10.6,63,No,2024,2024,2024-02,110,380
259,North,Corn,2022-09-22,2023-01-25,18.43,82457,Flood,Clay,Mixed,None,1376.1,22.1,27,no,2022,2023,2022-09,125,868
260,South,Soybean,2024-07-29,2024-11-07,41.41,94640,Drip,Sandy,Phosphate-based,None,505.6,20.6,56,No,2024,2024,2024-07,101,216
261,South,Soybean,2020-05-21,2020-11-10,35.22,113482,Drip,Peat,Mixed,Insecticide,1638.9,20.6,37,No,2020,2020,2020-05,173,1674
262,West,Rice,2024-04-06,2024-08-20,23.24,77576,Unknown,Silt,Organic,Herbicide,517.6,15.2,38,Yes,2024,2024,2024-04,136,295
263,South,Barley,2022-12-26,2023-04-27,3.23,10284,Flood,Clay,Mixed,Mixed,119.1,33.7,65,no,2022,2023,2022-12,122,776
264,South,Barley,2024-04-17,2024-07-26,21.63,71105,None,Clay,Nitrogen-based,Insecticide,1065.4,10.1,32,No,2024,2024,2024-04,100,320
265,West,Soybean,2020-09-14,2021-01-29,23.72,38499,Flood,Clay,Organic,Insecticide,1480.3,32.3,43,No,2020,2021,2020-09,137,1594
266,North,Wheat,2020-09-19,2021-03-13,46.46,126514,Drip,Sandy,Phosphate-based,Fungicide,764.3,28.4,69,yes,2020,2021,2020-09,175,1551
267,North,Corn,2023-09-13,2024-03-04,32.23,197033,Drip,Silt,Phosphate-based,Insecticide,1522.9,14.3,38,no,2023,2024,2023-09,173,464
268,East,Soybean,2022-08-31,2022-12-20,15.93,31970,Unknown,Peat,Organic,Insecticide,933.0,21.8,35,No,2022,2022,2022-08,111,904
269,South,Rice,2025-04-23,2025-07-28,26.5,125052,Drip,Sandy,Unknown,Fungicide,426.3,34.7,59,no,2025,2025,2025-04,96,-47
270,South,Soybean,2023-01-30,2023-06-19,3.77,9399,Flood,Peat,Organic,Fungicide,272.1,26.1,60,No,2023,2023,2023-01,140,723
271,West,Barley,2020-12-04,2021-05-23,48.64,134943,Unknown,Sandy,Nitrogen-based,Unknown,1450.1,13.2,27,no,2020,2021,2020-12,170,1480
272,West,Cotton,2021-06-26,2021-11-02,18.32,37021,Drip,Loam,Organic,None,832.9,21.4,49,no,2021,2021,2021-06,129,1317
273,South,Wheat,2022-12-16,2023-06-13,24.15,76172,Unknown,Silt,Organic,Herbicide,1834.3,21.7,37,no,2022,2023,2022-12,179,729
274,South,Corn,2024-11-21,2025-03-20,18.09,77484,Drip,Silt,Nitrogen-based,Insecticide,1126.5,30.1,40,No,2024,2025,2024-11,119,83
275,South,Soybean,2023-05-27,2023-10-18,34.28,82352,None,Loam,Mixed,Herbicide,762.0,32.9,52,yes,2023,2023,2023-05,144,602
276,West,Cotton,2022-05-16,2022-11-05,33.28,70260,Drip,Loam,Phosphate-based,Fungicide,763.1,12.1,69,no,2022,2022,2022-05,173,949
277,South,Cotton,2021-03-09,2021-06-18,35.91,73725,Flood,Clay,Organic,Mixed,349.7,17.9,51,no,2021,2021,2021-03,101,1454
278,East,Wheat,2025-03-17,2025-09-13,13.77,43473,Drip,Peat,Mixed,Herbicide,1228.2,17.5,34,no,2025,2025,2025-03,180,-94
279,East,Cotton,2023-01-09,2023-04-21,16.13,28782,Drip,Sandy,Phosphate-based,Insecticide,1206.1,34.9,42,No,2023,2023,2023-01,102,782
280,North,Barley,2024-03-26,2024-06-24,6.7,20539,Sprinkler,Clay,Nitrogen-based,Insecticide,1620.0,24.0,32,No,2024,2024,2024-03,90,352
281,South,Soybean,2024-02-03,2024-05-30,32.95,83937,Unknown,Silt,Nitrogen-based,Insecticide,482.3,32.0,31,yes,2024,2024,2024-02,117,377
282,South,Cotton,2023-11-13,2024-04-12,2.47,3768,Drip,Clay,Nitrogen-based,Fungicide,652.5,20.7,46,No,2023,2024,2023-11,151,425
283,West,Rice,2021-02-15,2021-05-25,30.09,110766,Sprinkler,Silt,Organic,Mixed,284.8,28.1,62,No,2021,2021,2021-02,99,1478
284,West,Wheat,2023-12-31,2024-04-15,43.55,113100,Drip,Clay,Nitrogen-based,Herbicide,661.2,17.2,33,No,2023,2024,2023-12,106,422
285,South,Soybean,2021-09-30,2022-03-14,44.6,96307,Sprinkler,Peat,Nitrogen-based,None,913.4,32.8,66,Yes,2021,2022,2021-09,165,1185
286,South,Wheat,2022-03-28,2022-07-24,22.73,63316,Drip,Sandy,Nitrogen-based,Fungicide,1931.7,21.4,64,no,2022,2022,2022-03,118,1053
287,South,Corn,2023-10-07,2024-03-11,23.24,126892,Sprinkler,Silt,Phosphate-based,Insecticide,1340.8,30.1,63,no,2023,2024,2023-10,156,457
288,East,Corn,2023-08-23,2024-02-16,4.31,19523,Flood,Silt,Nitrogen-based,Herbicide,1587.5,16.4,53,yes,2023,2024,2023-08,177,481
289,South,Rice,2022-02-03,2022-06-29,33.7,139350,Unknown,Peat,Phosphate-based,None,718.5,27.3,61,no,2022,2022,2022-02,146,1078
290,North,Wheat,2022-06-16,2022-09-15,41.15,124582,Drip,Sandy,Nitrogen-based,Insecticide,374.6,20.1,66,no,2022,2022,2022-06,91,1000
291,North,Rice,2025-01-16,2025-04-17,12.61,44545,Drip,Sandy,Mixed,Herbicide,587.8,10.8,53,no,2025,2025,2025-01,91,55
292,West,Corn,2022-11-25,2023-05-23,21.35,101228,None,Sandy,Nitrogen-based,Mixed,587.3,20.3,52,Yes,2022,2023,2022-11,179,750
293,East,Rice,2022-07-13,2022-11-23,42.02,189884,Flood,Clay,Mixed,Insecticide,1207.9,23.8,45,no,2022,2022,2022-07,133,931
294,South,Soybean,2020-09-04,2020-12-18,43.92,112267,Sprinkler,Clay,Mixed,Herbicide,748.8,13.8,57,no,2020,2020,2020-09,105,1636
295,West,Soybean,2021-05-22,2021-10-13,12.54,33930,Drip,Peat,Phosphate-based,Fungicide,1729.1,14.6,50,no,2021,2021,2021-05,144,1337
296,East,Soybean,2021-04-05,2021-09-30,27.75,82616,Sprinkler,Loam,Phosphate-based,Herbicide,1978.2,21.6,62,No,2021,2021,2021-04,178,1350
297,West,Cotton,2020-05-11,2020-08-25,10.03,21368,None,Silt,None,Insecticide,752.3,18.6,39,Yes,2020,2020,2020-05,106,1751
298,West,Soybean,2021-11-23,2022-04-23,5.54,9859,Sprinkler,Peat,Mixed,Insecticide,1439.6,21.0,26,no,2021,2022,2021-11,151,1145
299,East,Corn,2020-02-13,2020-05-22,45.6,237254,Sprinkler,Peat,Organic,Insecticide,1349.2,21.5,36,no,2020,2020,2020-02,99,1846
300,West,Barley,2023-04-19,2023-08-16,41.12,104460,Sprinkler,Sandy,Nitrogen-based,Fungicide,469.5,13.5,57,no,2023,2023,2023-04,119,665
301,East,Cotton,2023-02-08,2023-06-27,38.12,96942,Drip,Clay,Organic,Herbicide,1844.2,14.5,39,no,2023,2023,2023-02,139,715
302,South,Soybean,2021-04-16,2021-07-26,2.91,7710,Sprinkler,Silt,Nitrogen-based,Mixed,478.9,31.2,69,No,2021,2021,2021-04,101,1416
303,East,Corn,2023-04-20,2023-08-01,42.26,192364,Drip,Clay,Phosphate-based,Fungicide,1500.2,14.1,25,No,2023,2023,2023-04,103,680
304,South,Barley,2021-03-27,2021-07-08,22.18,67381,Sprinkler,Clay,Mixed,Herbicide,760.5,26.6,57,no,2021,2021,2021-03,103,1434
305,East,Rice,2020-01-15,2020-05-24,17.45,70750,Drip,Loam,Nitrogen-based,Herbicide,797.5,20.5,28,Yes,2020,2020,2020-01,130,1844
306,West,Cotton,2020-05-25,2020-10-09,27.55,40901,Drip,Loam,Mixed,Herbicide,965.4,34.2,52,Yes,2020,2020,2020-05,137,1706
307,South,Soybean,2023-12-20,2024-04-26,5.02,14174,Sprinkler,Sandy,Nitrogen-based,Herbicide,1742.6,11.7,38,no,2023,2024,2023-12,128,411
308,West,Wheat,2023-07-16,2023-10-31,37.95,106924,Flood,Silt,Organic,Insecticide,366.5,30.8,69,yes,2023,2023,2023-07,107,589
309,North,Barley,2020-04-30,2020-09-15,29.33,99624,Unknown,Loam,Organic,Unknown,203.7,22.3,36,No,2020,2020,2020-04,138,1730
310,North,Soybean,2021-04-13,2021-07-29,9.74,23895,Flood,Peat,Phosphate-based,Mixed,863.9,10.1,30,yes,2021,2021,2021-04,107,1413
311,South,Rice,2020-05-18,2020-11-06,9.82,47760,Sprinkler,Loam,None,None,205.6,16.6,44,no,2020,2020,2020-05,172,1678
312,South,Corn,2025-01-28,2025-07-23,9.62,51165,Sprinkler,Silt,Nitrogen-based,Herbicide,1406.4,20.2,45,no,2025,2025,2025-01,176,-42
313,North,Soybean,2020-03-05,2020-06-21,3.32,9512,Flood,Peat,Organic,None,1544.6,17.9,40,no,2020,2020,2020-03,108,1816
314,East,Soybean,2024-10-26,2025-02-01,29.6,68540,Drip,Clay,Nitrogen-based,Herbicide,1724.0,19.1,36,no,2024,2025,2024-10,98,130
315,West,Soybean,2021-11-07,2022-04-13,42.1,110823,Flood,Clay,Phosphate-based,Mixed,1513.3,32.9,44,yes,2021,2022,2021-11,157,1155
316,North,Soybean,2020-05-25,2020-11-03,1.37,2538,None,Peat,Nitrogen-based,Fungicide,1841.1,19.0,69,Yes,2020,2020,2020-05,162,1681
317,North,Soybean,2022-11-18,2023-02-17,2.93,7185,None,Sandy,Organic,Herbicide,1521.8,20.5,57,No,2022,2023,2022-11,91,845
318,South,Barley,2021-05-02,2021-10-17,28.85,62791,Sprinkler,Peat,Organic,Mixed,1878.5,29.0,26,Yes,2021,2021,2021-05,168,1333
319,South,Wheat,2021-07-24,2022-01-13,41.07,102086,Flood,Loam,Nitrogen-based,Mixed,466.9,29.8,58,No,2021,2022,2021-07,173,1245
320,South,Rice,2023-10-02,2024-01-21,16.67,57770,Flood,Loam,None,Fungicide,1049.7,12.1,50,No,2023,2024,2023-10,111,507
321,South,Barley,2022-09-21,2023-02-14,17.81,54808,Sprinkler,Loam,Nitrogen-based,Mixed,1988.5,27.6,57,No,2022,2023,2022-09,146,848
322,South,Wheat,2021-03-14,2021-07-26,30.02,88069,Sprinkler,Silt,Phosphate-based,Fungicide,1395.0,22.1,66,No,2021,2021,2021-03,134,1416
323,East,Barley,2023-01-09,2023-05-06,14.07,39581,Drip,Loam,None,Insecticide,1769.4,13.3,54,No,2023,2023,2023-01,117,767
324,South,Cotton,2020-09-27,2021-03-16,1.82,3544,Flood,Sandy,Nitrogen-based,Insecticide,157.7,16.6,25,No,2020,2021,2020-09,170,1548
325,West,Cotton,2024-01-21,2024-05-09,36.89,85740,Drip,Peat,Nitrogen-based,Herbicide,1756.3,11.1,70,No,2024,2024,2024-01,109,398
326,South,Soybean,2025-03-30,2025-08-19,31.47,78722,Sprinkler,Peat,Organic,Insecticide,1425.7,19.0,32,No,2025,2025,2025-03,142,-69
327,North,Rice,2024-12-12,2025-05-29,29.25,121367,Sprinkler,Peat,Nitrogen-based,Mixed,424.4,16.4,25,No,2024,2025,2024-12,168,13
328,West,Barley,2023-03-15,2023-09-08,37.21,95275,Sprinkler,Loam,Organic,Insecticide,148.8,19.6,70,No,2023,2023,2023-03,177,642
329,West,Barley,2023-03-26,2023-08-19,33.92,111350,Drip,Loam,Nitrogen-based,Mixed,593.9,24.5,34,yes,2023,2023,2023-03,146,662
330,North,Wheat,2022-08-26,2022-12-21,10.69,37959,Flood,Loam,Phosphate-based,Insecticide,1840.0,28.3,56,Yes,2022,2022,2022-08,117,903
331,South,Wheat,2021-05-12,2021-08-21,17.95,53552,Sprinkler,Silt,Organic,Fungicide,1369.5,25.1,64,yes,2021,2021,2021-05,101,1390
332,North,Soybean,2024-05-25,2024-09-04,6.74,15373,Flood,Loam,Phosphate-based,Fungicide,1847.0,27.0,26,no,2024,2024,2024-05,102,280
333,South,Cotton,2022-08-26,2022-12-11,6.93,10500,Unknown,Peat,Nitrogen-based,Fungicide,947.7,31.6,55,Yes,2022,2022,2022-08,107,913
334,West,Cotton,2024-07-11,2024-10-24,33.97,59088,Sprinkler,Sandy,Organic,Fungicide,1879.6,31.8,28,Yes,2024,2024,2024-07,105,230
335,West,Cotton,2022-04-13,2022-09-25,43.0,58044,Sprinkler,Sandy,Phosphate-based,Herbicide,979.6,31.5,36,No,2022,2022,2022-04,165,990
336,West,Rice,2021-01-24,2021-06-12,48.16,166326,Sprinkler,Peat,Nitrogen-based,None,488.1,13.8,55,no,2021,2021,2021-01,139,1460
337,East,Soybean,2020-07-12,2020-11-23,31.6,83230,Flood,Clay,Nitrogen-based,Mixed,387.6,16.3,65,no,2020,2020,2020-07,134,1661
338,South,Soybean,2020-07-17,2020-12-08,9.61,23843,Unknown,Silt,Phosphate-based,Unknown,1988.2,22.6,47,Yes,2020,2020,2020-07,144,1646
339,North,Corn,2023-09-11,2024-01-19,5.73,38634,Unknown,Sandy,Mixed,Insecticide,734.3,19.0,57,Yes,2023,2024,2023-09,130,509
340,North,Soybean,2022-06-01,2022-09-16,40.74,96181,Drip,Peat,Mixed,Insecticide,404.1,13.3,32,No,2022,2022,2022-06,107,999
341,East,Wheat,2021-12-26,2022-04-26,29.15,81558,Unknown,Clay,Phosphate-based,Insecticide,116.0,17.2,40,No,2021,2022,2021-12,121,1142
342,East,Corn,2022-05-17,2022-09-19,31.11,180347,Flood,Clay,Mixed,Fungicide,642.6,34.4,39,yes,2022,2022,2022-05,125,996
343,East,Barley,2022-04-21,2022-10-10,39.18,77995,Drip,Loam,Unknown,Fungicide,1789.3,18.7,65,no,2022,2022,2022-04,172,975
344,West,Soybean,2022-08-14,2022-11-22,35.31,68654,Drip,Peat,Nitrogen-based,Mixed,1114.6,20.5,64,no,2022,2022,2022-08,100,932
345,South,Soybean,2024-11-04,2025-03-05,41.81,114933,None,Clay,Organic,Insecticide,1301.6,10.2,50,yes,2024,2025,2024-11,121,98
346,North,Soybean,2024-02-02,2024-07-11,3.28,7959,Sprinkler,Clay,None,Insecticide,1852.5,28.0,38,No,2024,2024,2024-02,160,335
347,West,Barley,2020-04-20,2020-10-03,37.5,102283,Drip,Peat,Nitrogen-based,Mixed,1074.4,20.3,36,No,2020,2020,2020-04,166,1712
348,East,Cotton,2023-10-11,2024-03-25,42.62,73257,Unknown,Peat,Phosphate-based,Mixed,1692.7,12.6,51,yes,2023,2024,2023-10,166,443
349,North,Cotton,2023-08-31,2024-02-14,14.66,30374,Drip,Clay,Nitrogen-based,Mixed,715.3,34.2,55,no,2023,2024,2023-08,167,483
350,West,Wheat,2023-08-16,2023-12-20,32.2,84891,Drip,Peat,Phosphate-based,Fungicide,1956.5,29.4,28,No,2023,2023,2023-08,126,539
351,South,Corn,2020-07-20,2021-01-14,16.05,81125,Flood,Loam,Nitrogen-based,None,249.7,28.2,54,No,2020,2021,2020-07,178,1609
352,West,Cotton,2020-05-04,2020-08-05,47.92,79185,Drip,Loam,Nitrogen-based,Unknown,1477.2,33.9,28,no,2020,2020,2020-05,93,1771
