Farm_ID,Region,Crop_Type,Planting_Date,Harvest_Date,Area_ha,Yield_kg,Irrigation_Type,Soil_Type,Fertilizer_Used,Pesticide_Used,Rainfall_mm,Avg_Temperature_C,Farmer_Age,Organic
222,East,Wheat,04/07/2023,16/11/2023,31.49,75787,SPRINKLER,Lom,Nitrogn-based,Insecticide,399.3,33.3,42,no
223,Soth,rice,03/09/2021,10/12/2021,4.23,15503,Drip,clay,Non,Fungicide,1014,28.4,63,no
224,North,Cotton,19/09/2024,24/02/2025,6.06,12032,Sprink ler,Lom,Nitrogen-based,Fungicide,639,10.5,38,no
225,West,Soybean,01/08/2023,19/12/2023,2.94,8307,dripp,Loam,Mi xed,Herbicide,1987.2,16,42,no
226,west,cotton,05/11/2022,02/03/2023,13.25,34163,Sprinkler,PEAT,none,Insectcide,1201.9,20.3,45,No
227,North,wheat,01/06/2023,23/10/2023,7.22,20087,Floo d,LOAM,Phyosphate-based,Fungi cide,1176.3,24.6,47,Yes
228,East,barlay,11/02/2021,08/06/2021,13.37,37746,None,clay,Mixed,Insectcide,519.7,27.5,28,No
229,suoth,Soybeans,09/11/2020,11/04/2021,19.56,54767,Sprinkler,Peet,Phosphate-based,Herbicide,876.5,15.3,34,no
230,Soth,Soybean,04/02/2022,08/06/2022,47.18,116926,Flod,PEAT,nitrogen based,Herbicid,335.6,30.9,67,yes
231,East,Soy,10/04/2024,19/08/2024,30.71,95708,sprnkler,clay,Phyosphate-based,Herbicide,1548.8,31.1,35,No
232,North,rice,26/11/2020,01/04/2021,41.83,133493,dripp,loam,Nitrogen-based,Nne,729.2,25.9,44,No
233,Soth,Soy,09/01/2023,22/05/2023,35.66,98216,Dr ip,SANDY,Non,Insecticide,1528.7,33,43,No
234,west,Cotton,13/05/2024,20/10/2024,6.07,13356,Sprink ler,SANDY,Mi xed,insecticide,806.2,30.3,25,No
235,North,Wheat,04/03/2025,14/08/2025,36.93,129935,Flod,LOAM,Nitrogen-based,none,1978.6,15.5,55,no
236,East,Soybean,22/12/2022,07/04/2023,14.12,35628,None,Peat,Phosphate-based,Fungicide,425.1,30,26,no
237,South,corn,24/02/2025,05/08/2025,32.14,182190,none,San dy,nitrogen based,mixed,102.9,33.8,65,yes
238,West,rice,02/01/2020,02/06/2020,17.38,66921,dripp,San dy,none,mixed,1230.2,13.4,29,Yes
239,suoth,Wheat,11/05/2023,21/09/2023,49.88,131651,Drip,Cl ay,Mi xed,Mixed,1910.6,34.5,58,no
240,East,cotton,25/10/2021,20/04/2022,13.55,23249,Drip,silt,phosphate based,herbicide,1329.4,10.6,28,yes
241,Soth,rice,27/09/2022,01/01/2023,14.32,44895,Drip,Cl ay,Organic,None,262.9,23.1,51,no
242,North,Soy,09/02/2020,14/05/2020,46.57,108717,Nne,SANDY,Mi xed,Mixed,1126.9,29.3,63,Yes
243,West,rice,17/08/2020,27/11/2020,1.72,7201,None,sand,phosphate based,none,1828,29.8,27,no
244,North,barlay,17/03/2025,03/09/2025,34.99,94913,Floo d,Peet,Nitrogn-based,Herbicide,112.4,28.4,50,no
245,Soth,Cotton,13/01/2022,10/06/2022,36.4,74961,None,sand,Phosphate-based,insecticide,417.1,23.2,65,no
246,North,Barley,04/12/2024,06/03/2025,41.9,139051,Drip,Lom,Organic,Herbicide,1647.7,26.3,25,yes
247,South,Soy,30/08/2024,13/12/2024,48.73,112368,Drip,peat,nitrogen based,Mixed,1798.4,27.5,40,No
248,West,barlay,10/07/2024,28/10/2024,48.79,184568,Floo d,LOAM,Non,Fungi cide,1443.6,22.4,59,Yes
249,West,Soybeans,21/09/2021,14/02/2022,3.73,10381,SPRINKLER,Cly,nitrogen based,Fungi cide,1984,24.9,43,No
250,Soth,Corn,05/05/2021,30/09/2021,41.18,199817,SPRINKLER,silt,nitrogen based,Mixed,271.4,31.2,40,No
251,suoth,Barley,28/04/2020,27/07/2020,32.49,87975,None,silt,mixd,herbicide,1136.8,17.8,57,Yes
252,South,Cotton,08/05/2021,29/09/2021,32.54,55238,Flood,Peat,Phyosphate-based,fungicid,1401.5,23.1,55,No
253,East,corn,03/12/2024,28/03/2025,6.85,34117,Dr ip,Si lt,organik,Insecticide,1435,10.2,46,no
254,North,Barley,07/03/2023,01/09/2023,32.68,61834,Drip,SANDY,mixd,fungicid,1607.6,27.2,68,yes
255,west,Soybeans,23/04/2025,07/08/2025,49.13,145960,sprnkler,Peat,nitrogen based,Nne,1843.5,14.9,44,no
256,North,Wheat,10/06/2020,30/11/2020,45.64,79072,Flood,peat,Phosphate-based,fungicid,787.1,22,30,No
257,North,corn,24/06/2020,30/10/2020,22.24,111896,SPRINKLER,Clay,Organic,mixed,181.6,15.3,59,No
258,East,Soy,07/02/2024,27/05/2024,2.48,5136,Flod,SANDY,mixd,None,788.6,10.6,63,No
259,North,corn,22/09/2022,25/01/2023,18.43,82457,Floo d,Clay,MIXED,none,1376.1,22.1,27,no
260,South,Soybean,29/07/2024,07/11/2024,41.41,94640,Drip,San dy,phosphate based,Nne,505.6,20.6,56,No
261,South,Soybeans,21/05/2020,10/11/2020,35.22,113482,Dr ip,Peet,MIXED,Insecticide,1638.9,20.6,37,No
262,West,rice,06/04/2024,20/08/2024,23.24,77576,None,Si lt,ORGANIC,Herbicid,517.6,15.2,38,Yes
263,Soth,barlay,26/12/2022,27/04/2023,3.23,10284,Flod,Cly,mixd,Mixed,119.1,33.7,65,no
264,suoth,Barley,17/04/2024,26/07/2024,21.63,71105,Nne,Cly,Nitrogn-based,Insectcide,1065.4,10.1,32,No
265,west,Soybean,14/09/2020,29/01/2021,23.72,38499,Flod,Cly,Organic,Insectcide,1480.3,32.3,43,No
266,North,wheat,19/09/2020,13/03/2021,46.46,126514,dripp,San dy,Phyosphate-based,fungicid,764.3,28.4,69,yes
267,North,corn,13/09/2023,04/03/2024,32.23,197033,Dr ip,Silt,Phyosphate-based,Insecticide,1522.9,14.3,38,no
268,East,Soybean,31/08/2022,20/12/2022,15.93,31970,None,Peat,ORGANIC,Insecticide,933,21.8,35,No
269,Soth,Rice,23/04/2025,28/07/2025,26.5,125052,dripp,Sandy,None,Fungi cide,426.3,34.7,59,no
270,South,Soybeans,30/01/2023,19/06/2023,3.77,9399,Flod,Peat,organik,Fungi cide,272.1,26.1,60,No
271,west,barlay,04/12/2020,23/05/2021,48.64,134943,None,San dy,Nitrogen-based,None,1450.1,13.2,27,no
272,West,cotton,26/06/2021,02/11/2021,18.32,37021,Dr ip,Lom,Organic,Nne,832.9,21.4,49,no
273,South,Wheat,16/12/2022,13/06/2023,24.15,76172,None,silt,organik,Herbicide,1834.3,21.7,37,no
274,Soth,corn,21/11/2024,20/03/2025,18.09,77484,Dr ip,Silt,Nitrogen-based,Insecticide,1126.5,30.1,40,No
275,suoth,Soybeans,27/05/2023,18/10/2023,34.28,82352,Nne,LOAM,Mi xed,Herbicid,762,32.9,52,yes
276,West,cotton,16/05/2022,05/11/2022,33.28,70260,Drip,LOAM,phosphate based,fungicid,763.1,12.1,69,no
277,suoth,cotton,09/03/2021,18/06/2021,35.91,73725,Flod,clay,ORGANIC,Mixed,349.7,17.9,51,no
278,East,wheat,17/03/2025,13/09/2025,13.77,43473,DRIp,peat,Mi xed,Herbicide,1228.2,17.5,34,no
279,East,Cotton,09/01/2023,21/04/2023,16.13,28782,Drip,sand,Phosphate-based,insecticide,1206.1,34.9,42,No
280,North,barlay,26/03/2024,24/06/2024,6.7,20539,sprnkler,Cly,Nitrogn-based,Insecticide,1620,24,32,No
281,suoth,Soybean,03/02/2024,30/05/2024,32.95,83937,None,silt,Nitrogn-based,Insectcide,482.3,32,31,yes
282,Soth,cotton,13/11/2023,12/04/2024,2.47,3768,Drip,Cly,Nitrogen-based,Fungicide,652.5,20.7,46,No
283,west,Rice,15/02/2021,25/05/2021,30.09,110766,Sprinkler,silt,organik,MIXED,284.8,28.1,62,No
284,West,wheat,31/12/2023,15/04/2024,43.55,113100,Drip,Cl ay,Nitrogen-based,Herbicide,661.2,17.2,33,No
285,South,Soybeans,30/09/2021,14/03/2022,44.6,96307,Sprink ler,PEAT,nitrogen based,none,913.4,32.8,66,Yes
286,Soth,wheat,28/03/2022,24/07/2022,22.73,63316,DRIp,SANDY,nitrogen based,Fungicide,1931.7,21.4,64,no
287,Soth,Corn,07/10/2023,11/03/2024,23.24,126892,SPRINKLER,silt,phosphate based,Insecticide,1340.8,30.1,63,no
288,East,Corn,23/08/2023,16/02/2024,4.31,19523,Floo d,Si lt,Nitrogen-based,Herbicide,1587.5,16.4,53,yes
289,suoth,rice,03/02/2022,29/06/2022,33.7,139350,None,PEAT,Phyosphate-based,Nne,718.5,27.3,61,no
290,North,wheat,16/06/2022,15/09/2022,41.15,124582,dripp,SANDY,nitrogen based,insecticide,374.6,20.1,66,no
291,North,rice,16/01/2025,17/04/2025,12.61,44545,dripp,San dy,Mi xed,Herbicid,587.8,10.8,53,no
292,West,corn,25/11/2022,23/05/2023,21.35,101228,Nne,SANDY,Nitrogen-based,mixed,587.3,20.3,52,Yes
293,East,rice,13/07/2022,23/11/2022,42.02,189884,Flood,Cly,MIXED,Insecticide,1207.9,23.8,45,no
294,Soth,Soy,04/09/2020,18/12/2020,43.92,112267,SPRINKLER,clay,Mixed,Herbicide,748.8,13.8,57,no
295,west,Soybean,22/05/2021,13/10/2021,12.54,33930,DRIp,peat,Phosphate-based,Fungicide,1729.1,14.6,50,no
296,East,Soy,05/04/2021,30/09/2021,27.75,82616,Sprinkler,Loam,Phosphate-based,herbicide,1978.2,21.6,62,No
297,West,cotton,11/05/2020,25/08/2020,10.03,21368,none,Silt,Non,Insectcide,752.3,18.6,39,Yes
298,West,Soybeans,23/11/2021,23/04/2022,5.54,9859,Sprinkler,Peat,Mi xed,Insectcide,1439.6,21,26,no
299,East,corn,13/02/2020,22/05/2020,45.6,237254,SPRINKLER,PEAT,Organic,Insectcide,1349.2,21.5,36,no
300,West,Barley,19/04/2023,16/08/2023,41.12,104460,Sprinkler,SANDY,nitrogen based,Fungi cide,469.5,13.5,57,no
301,East,cotton,08/02/2023,27/06/2023,38.12,96942,Drip,Clay,ORGANIC,Herbicide,1844.2,14.5,39,no
302,South,Soybean,16/04/2021,26/07/2021,2.91,7710,Sprink ler,Silt,Nitrogen-based,mix ed,478.9,31.2,69,No
303,East,Corn,20/04/2023,01/08/2023,42.26,192364,Dr ip,Cly,Phosphate-based,Fungi cide,1500.2,14.1,25,No
304,suoth,barlay,27/03/2021,08/07/2021,22.18,67381,Sprinkler,clay,MIXED,Herbicid,760.5,26.6,57,no
305,East,rice,15/01/2020,24/05/2020,17.45,70750,DRIp,Lom,Nitrogn-based,Herbicide,797.5,20.5,28,Yes
306,West,Cotton,25/05/2020,09/10/2020,27.55,40901,Dr ip,LOAM,Mi xed,herbicide,965.4,34.2,52,Yes
307,suoth,Soybeans,20/12/2023,26/04/2024,5.02,14174,Sprink ler,SANDY,nitrogen based,Herbicid,1742.6,11.7,38,no
308,West,Wheat,16/07/2023,31/10/2023,37.95,106924,Flod,Silt,Organic,insecticide,366.5,30.8,69,yes
309,North,barlay,30/04/2020,15/09/2020,29.33,99624,None,loam,organik,None,203.7,22.3,36,No
310,North,Soy,13/04/2021,29/07/2021,9.74,23895,Floo d,peat,Phyosphate-based,mix ed,863.9,10.1,30,yes
311,suoth,rice,18/05/2020,06/11/2020,9.82,47760,Sprinkler,LOAM,none,none,205.6,16.6,44,no
312,South,corn,28/01/2025,23/07/2025,9.62,51165,Sprink ler,Silt,Nitrogn-based,herbicide,1406.4,20.2,45,no
313,North,Soy,05/03/2020,21/06/2020,3.32,9512,Flod,peat,Organic,Nne,1544.6,17.9,40,no
314,East,Soybeans,26/10/2024,01/02/2025,29.6,68540,DRIp,Cly,Nitrogen-based,herbicide,1724,19.1,36,no
315,West,Soy,07/11/2021,13/04/2022,42.1,110823,Flood,Cly,phosphate based,Mixed,1513.3,32.9,44,yes
316,North,Soybeans,25/05/2020,03/11/2020,1.37,2538,Nne,Peat,Nitrogn-based,Fungicide,1841.1,19,69,Yes
317,North,Soy,18/11/2022,17/02/2023,2.93,7185,Nne,sand,Organic,herbicide,1521.8,20.5,57,No
318,South,barlay,02/05/2021,17/10/2021,28.85,62791,Sprink ler,PEAT,organik,MIXED,1878.5,29,26,Yes
319,suoth,wheat,24/07/2021,13/01/2022,41.07,102086,Flod,LOAM,Nitrogen-based,Mixed,466.9,29.8,58,No
320,suoth,Rice,02/10/2023,21/01/2024,16.67,57770,Flod,Loam,Non,Fungi cide,1049.7,12.1,50,No
321,Soth,barlay,21/09/2022,14/02/2023,17.81,54808,sprnkler,Loam,nitrogen based,Mixed,1988.5,27.6,57,No
322,South,wheat,14/03/2021,26/07/2021,30.02,88069,Sprinkler,silt,Phosphate-based,Fungicide,1395,22.1,66,No
323,East,Barley,09/01/2023,06/05/2023,14.07,39581,dripp,LOAM,none,Insectcide,1769.4,13.3,54,No
324,suoth,cotton,27/09/2020,16/03/2021,1.82,3544,flood,sand,Nitrogen-based,Insecticide,157.7,16.6,25,No
325,West,cotton,21/01/2024,09/05/2024,36.89,85740,dripp,PEAT,Nitrogen-based,herbicide,1756.3,11.1,70,No
326,South,Soybean,30/03/2025,19/08/2025,31.47,78722,SPRINKLER,Peat,ORGANIC,insecticide,1425.7,19,32,No
327,North,rice,12/12/2024,29/05/2025,29.25,121367,Sprinkler,Peet,nitrogen based,MIXED,424.4,16.4,25,No
328,West,barlay,15/03/2023,08/09/2023,37.21,95275,sprnkler,loam,ORGANIC,insecticide,148.8,19.6,70,No
329,West,barlay,26/03/2023,19/08/2023,33.92,111350,Dr ip,LOAM,Nitrogen-based,mix ed,593.9,24.5,34,yes
330,North,Wheat,26/08/2022,21/12/2022,10.69,37959,flood,Lom,phosphate based,Insecticide,1840,28.3,56,Yes
331,South,Wheat,12/05/2021,21/08/2021,17.95,53552,Sprinkler,Si lt,Organic,fungicid,1369.5,25.1,64,yes
332,North,Soybean,25/05/2024,04/09/2024,6.74,15373,Floo d,loam,Phosphate-based,Fungicide,1847,27,26,no
333,Soth,Cotton,26/08/2022,11/12/2022,6.93,10500,None,peat,Nitrogn-based,fungicid,947.7,31.6,55,Yes
334,West,cotton,11/07/2024,24/10/2024,33.97,59088,Sprinkler,Sandy,ORGANIC,Fungicide,1879.6,31.8,28,Yes
335,west,Cotton,13/04/2022,25/09/2022,43,58044,Sprink ler,San dy,Phyosphate-based,herbicide,979.6,31.5,36,No
336,west,rice,24/01/2021,12/06/2021,48.16,166326,SPRINKLER,peat,nitrogen based,Nne,488.1,13.8,55,no
337,East,Soybeans,12/07/2020,23/11/2020,31.6,83230,Floo d,Clay,Nitrogn-based,mixed,387.6,16.3,65,no
338,suoth,Soybeans,17/07/2020,08/12/2020,9.61,23843,None,silt,Phyosphate-based,None,1988.2,22.6,47,Yes
339,North,Corn,11/09/2023,19/01/2024,5.73,38634,None,San dy,Mixed,Insectcide,734.3,19,57,Yes
340,North,Soy,01/06/2022,16/09/2022,40.74,96181,DRIp,Peat,Mi xed,Insecticide,404.1,13.3,32,No
341,East,Wheat,26/12/2021,26/04/2022,29.15,81558,None,clay,Phosphate-based,Insecticide,116,17.2,40,No
342,East,Corn,17/05/2022,19/09/2022,31.11,180347,flood,Cly,mixd,Fungi cide,642.6,34.4,39,yes
343,East,Barley,21/04/2022,10/10/2022,39.18,77995,Drip,loam,None,Fungi cide,1789.3,18.7,65,no
344,West,Soybean,14/08/2022,22/11/2022,35.31,68654,DRIp,PEAT,nitrogen based,mix ed,1114.6,20.5,64,no
345,Soth,Soybean,04/11/2024,05/03/2025,41.81,114933,none,Cly,organik,Insecticide,1301.6,10.2,50,yes
346,North,Soybeans,02/02/2024,11/07/2024,3.28,7959,Sprinkler,Clay,Non,insecticide,1852.5,28,38,No
347,West,barlay,20/04/2020,03/10/2020,37.5,102283,Dr ip,Peet,nitrogen based,MIXED,1074.4,20.3,36,No
348,East,cotton,11/10/2023,25/03/2024,42.62,73257,None,Peat,phosphate based,mixed,1692.7,12.6,51,yes
349,North,Cotton,31/08/2023,14/02/2024,14.66,30374,dripp,Clay,Nitrogen-based,mixed,715.3,34.2,55,no
350,West,Wheat,16/08/2023,20/12/2023,32.2,84891,Dr ip,Peet,Phyosphate-based,fungicid,1956.5,29.4,28,No
351,Soth,Corn,20/07/2020,14/01/2021,16.05,81125,flood,LOAM,Nitrogn-based,Nne,249.7,28.2,54,No
352,West,Cotton,04/05/2020,05/08/2020,47.92,79185,Drip,Loam,Nitrogn-based,None,1477.2,33.9,28,no
353,Soth,barlay,04/04/2022,25/09/2022,2.15,5855,Sprinkler,clay,ORGANIC,Mixed,1355.1,20.2,55,yes
354,East,Corn,31/01/2024,07/06/2024,29.2,190344,flood,Loam,Nitrogen-based,Mixed,464.2,28,58,No
355,Soth,wheat,25/11/2021,21/03/2022,8.74,24548,SPRINKLER,LOAM,ORGANIC,Fungi cide,838.8,15.2,28,no
356,North,Soy,27/06/2024,30/11/2024,35.75,87608,flood,loam,Phosphate-based,herbicide,694.4,27.4,44,No
357,East,Barley,30/10/2024,15/04/2025,9.21,25004,flood,Silt,Organic,Fungicide,279.5,10.4,42,No
358,North,Barley,11/08/2020,13/01/2021,12.15,34910,DRIp,silt,Non,Herbicid,1211.1,13.2,32,no
359,west,Cotton,24/05/2021,15/09/2021,24.97,53446,Sprink ler,Peet,Phosphate-based,Insectcide,1988,20.6,66,no
360,South,Cotton,27/01/2021,16/06/2021,45.78,95092,None,sand,nitrogen based,Insecticide,1163.2,10.3,26,No
361,Soth,Cotton,24/01/2021,31/05/2021,10.98,22880,DRIp,Lom,Nitrogen-based,mix ed,1136,21.5,33,yes
362,South,Corn,03/01/2023,24/06/2023,7.64,37163,Flood,Cl ay,Organic,herbicide,176.6,23.1,40,No
363,South,Soy,07/07/2022,11/10/2022,38.07,96606,Sprinkler,San dy,Nitrogen-based,insecticide,364.5,25.5,46,No
364,Soth,wheat,14/10/2020,11/02/2021,25.28,73406,Sprink ler,sand,phosphate based,Insecticide,1075.1,12.5,36,No
365,East,Rice,14/05/2022,14/10/2022,45.63,132901,SPRINKLER,San dy,mixd,Fungicide,1971.8,14.5,29,no
366,west,Cotton,10/01/2021,29/05/2021,7.76,21644,Drip,Cly,Phyosphate-based,insecticide,1765.6,25.3,63,No
367,North,wheat,24/07/2021,05/11/2021,32.47,108049,Flod,Clay,none,mix ed,746.4,26.5,39,yes
368,West,cotton,05/08/2022,03/12/2022,12.03,20525,DRIp,loam,Phyosphate-based,Nne,1131.7,10.6,69,No
369,North,rice,26/05/2021,26/10/2021,8.26,34180,Drip,Si lt,organik,herbicide,1150.1,23.5,32,No
370,West,wheat,25/11/2024,15/05/2025,34.33,82194,Flod,Peat,ORGANIC,Fungi cide,1402.2,29.6,48,no
371,North,barlay,05/03/2025,18/08/2025,29.89,77487,Dr ip,LOAM,organik,Insecticide,1406.8,11.7,43,No
372,Soth,rice,03/06/2020,10/09/2020,37.86,117775,SPRINKLER,Peat,phosphate based,Herbicide,1600.6,20.3,61,No
373,west,Wheat,26/06/2022,30/11/2022,15.82,47095,Sprinkler,SANDY,Phosphate-based,Insectcide,147.4,18.2,42,Yes
374,West,Wheat,12/07/2024,11/10/2024,22.67,51877,Dr ip,silt,Phosphate-based,Fungicide,1893,32.8,45,Yes
375,suoth,barlay,30/10/2024,15/03/2025,20.57,60951,Flood,SANDY,Phyosphate-based,None,233.1,14.6,63,yes
376,East,wheat,19/10/2024,26/02/2025,49.21,162737,sprnkler,Peat,organik,Herbicid,1004.7,18,38,no
377,North,Corn,01/02/2023,18/05/2023,14.97,65565,Dr ip,Peat,Nitrogn-based,Mixed,1847.2,32.5,39,no
378,North,barlay,19/07/2020,05/12/2020,15.09,43271,None,SANDY,Phosphate-based,insecticide,1026.6,18.3,27,yes
379,West,rice,13/04/2020,22/09/2020,18.05,62669,Flod,loam,Phosphate-based,None,220.9,23.3,69,No
380,East,rice,28/08/2023,18/01/2024,28.45,122535,None,silt,phosphate based,herbicide,535.6,10.8,35,Yes
381,East,Cotton,12/01/2023,28/05/2023,12.99,23296,Flod,sand,ORGANIC,Fungicide,1199.5,34.6,27,no
382,Soth,Soybeans,08/09/2024,14/02/2025,45.81,128078,Dr ip,Sandy,phosphate based,Herbicide,266.9,30.6,54,yes
383,suoth,Soybean,31/01/2020,26/07/2020,13.65,24851,sprnkler,Cl ay,Nitrogn-based,Mixed,905,25.9,30,No
384,Soth,Rice,10/07/2020,30/10/2020,44.84,152322,Floo d,SANDY,Phyosphate-based,fungicid,725.3,11.5,30,No
385,Soth,rice,12/03/2025,09/08/2025,5.62,18741,Nne,Peet,Nitrogn-based,Insectcide,1648.9,11.9,55,yes
386,Soth,cotton,23/03/2024,30/06/2024,33,68013,Sprinkler,Sandy,MIXED,mix ed,309.3,23.6,46,No
387,Soth,barlay,04/10/2024,04/01/2025,45.4,137704,SPRINKLER,clay,Organic,Insecticide,1397.3,17.1,45,no
388,Soth,Soy,29/04/2021,11/10/2021,8.85,23056,SPRINKLER,SANDY,Phyosphate-based,herbicide,872.5,25.6,62,No
389,west,Soybeans,06/12/2020,14/03/2021,48.43,111831,Sprinkler,San dy,nitrogen based,Fungicide,1216.7,25,62,no
390,East,rice,12/04/2022,12/07/2022,22.92,53241,sprnkler,Sandy,Organic,insecticide,490.5,31,30,no
391,Soth,barlay,21/09/2022,22/01/2023,47.31,133237,SPRINKLER,SANDY,none,Herbicid,1258.4,17,53,no
392,East,Barley,12/09/2022,07/01/2023,34,106453,Flood,Loam,phosphate based,Herbicid,1380.6,24.4,70,No
393,East,Soybeans,13/03/2021,16/06/2021,15.43,54085,SPRINKLER,loam,Organic,Insecticide,233.4,29.4,35,No
394,South,Corn,05/11/2024,10/02/2025,9.82,45974,Dr ip,peat,organik,Herbicid,1666.3,22.3,46,no
395,west,Rice,01/04/2022,19/08/2022,15.53,55920,flood,Loam,Mi xed,fungicid,1736.4,30.8,63,No
396,Soth,corn,22/01/2025,25/06/2025,5.1,26724,DRIp,Peat,Phyosphate-based,Fungicide,220.8,13.3,30,no
397,North,corn,30/04/2020,03/09/2020,7.62,36636,None,Peat,organik,Insectcide,1246.1,28.3,54,No
398,West,Cotton,03/12/2020,22/05/2021,5.68,13533,Dr ip,PEAT,nitrogen based,Insecticide,1228.6,33.6,67,no
399,suoth,Cotton,15/02/2022,19/07/2022,21.44,37681,None,PEAT,nitrogen based,Insecticide,123.7,18.3,49,no
400,North,Corn,05/01/2020,27/05/2020,39.88,191956,None,Silt,Mixed,Herbicid,750.5,19.2,60,No
401,west,Soy,10/03/2022,01/08/2022,7.5,21214,dripp,SANDY,Phyosphate-based,none,1941,12.1,25,no
402,West,Cotton,27/06/2021,23/12/2021,6.95,14542,none,Sandy,Mixed,herbicide,1155.4,26,46,Yes
403,west,Soybean,12/03/2025,31/07/2025,32.35,94961,Sprink ler,Clay,organik,Herbicid,1873.1,23.8,33,yes
404,East,rice,24/05/2024,01/09/2024,10.26,38352,none,Sandy,Phosphate-based,insecticide,1383.7,11,69,no
405,West,Rice,26/05/2024,13/11/2024,5.33,25359,Drip,Silt,none,Fungi cide,153.9,28.8,32,No
406,East,wheat,20/07/2022,25/12/2022,8.76,19721,none,Peat,Non,Insecticide,247.7,30.7,58,Yes
407,North,barlay,07/08/2021,12/01/2022,46.22,97894,none,San dy,Phyosphate-based,mix ed,1472.1,32.7,40,Yes
408,North,wheat,16/05/2022,31/10/2022,41.16,147170,Drip,Peat,None,Mixed,1153.7,23.6,43,No
409,West,Corn,27/11/2023,15/03/2024,18.03,90249,Sprinkler,silt,nitrogen based,mixed,341.6,21.3,32,No
410,West,Wheat,05/02/2024,09/06/2024,32.96,112537,flood,loam,Mixed,MIXED,1266.7,31.9,36,No
411,Soth,barlay,23/05/2024,31/08/2024,27.1,77012,Flod,peat,Nitrogen-based,Fungicide,1639.5,20,67,No
412,west,barlay,12/02/2023,21/06/2023,34.02,95155,Flod,sand,none,insecticide,1530.7,26.4,65,Yes
413,Soth,Barley,17/09/2023,26/12/2023,34.29,76886,Nne,peat,Phyosphate-based,Nne,567.7,25.4,55,no
414,west,Corn,11/01/2024,14/06/2024,31.62,157463,Drip,sand,MIXED,fungicid,590.6,19.3,66,no
415,Soth,Corn,23/09/2022,17/01/2023,13.67,82309,none,silt,Phyosphate-based,Fungicide,1938.9,12.2,57,Yes
416,East,corn,13/11/2020,02/03/2021,2.43,12253,SPRINKLER,Si lt,nitrogen based,Insectcide,1786.1,10.5,43,no
417,West,cotton,23/01/2021,30/06/2021,23.05,50816,none,Cl ay,organik,fungicid,704.8,20.7,51,no
418,North,wheat,30/08/2021,08/01/2022,44.6,146933,Sprinkler,Si lt,None,Insectcide,1665.7,22,48,No
419,west,Soy,21/03/2021,08/08/2021,28.69,60829,Drip,Cly,Phyosphate-based,insecticide,407.3,30.6,52,no
420,west,cotton,29/04/2020,11/10/2020,41.7,94122,Drip,LOAM,organik,Insecticide,474,20.4,28,no
421,North,Soybean,01/04/2023,19/09/2023,49.59,118140,flood,PEAT,mixd,fungicid,444.3,17,36,no
422,Soth,Wheat,15/02/2024,06/08/2024,8.6,24795,SPRINKLER,silt,Nitrogn-based,MIXED,266.7,21.6,47,no
423,west,barlay,15/01/2023,11/07/2023,34.74,127879,Flood,PEAT,nitrogen based,Mixed,1723.9,15.9,44,no
424,suoth,corn,04/05/2020,23/10/2020,33.88,184577,Sprinkler,LOAM,phosphate based,Fungi cide,1199.7,12.3,64,No
425,East,Wheat,11/03/2024,17/06/2024,49.01,132948,Flod,loam,phosphate based,None,592,12.8,52,No
426,West,barlay,04/10/2021,10/02/2022,49.29,139348,sprnkler,clay,Phosphate-based,mix ed,1712.4,18,25,yes
427,North,Soybean,27/04/2020,23/10/2020,34.49,86698,Floo d,sand,MIXED,herbicide,1625,10.3,65,No
428,West,cotton,12/04/2020,04/09/2020,12.56,31473,dripp,Loam,Mi xed,MIXED,291.8,15.5,35,No
429,suoth,Corn,11/04/2023,09/08/2023,40.03,201334,sprnkler,Si lt,MIXED,Herbicide,1323.9,29.7,68,No
430,west,Cotton,03/09/2022,09/12/2022,5.8,15441,Sprink ler,SANDY,Mixed,Insectcide,1471.5,15.9,55,No
431,west,wheat,26/10/2022,24/02/2023,39.14,94580,Dr ip,PEAT,Phyosphate-based,Fungi cide,1460.1,12.8,65,No
432,suoth,Cotton,25/02/2025,06/06/2025,45.55,90657,Flod,Clay,Phosphate-based,Fungicide,1474,33.7,62,No
433,North,rice,12/10/2024,06/03/2025,19.45,68897,flood,sand,Organic,Insecticide,422,25.6,33,no
434,East,Soybeans,23/12/2022,06/04/2023,31.72,73414,DRIp,peat,ORGANIC,fungicid,698.7,11.5,30,No
435,South,Barley,18/11/2020,15/04/2021,21.79,56682,Dr ip,Loam,None,insecticide,1703.9,11.6,30,No
436,North,Soy,26/04/2020,11/10/2020,22.17,49511,DRIp,Peet,Organic,herbicide,1806.9,25.3,27,No
437,South,Soybean,06/11/2022,22/04/2023,15.86,49940,Flod,Cly,Nitrogn-based,Fungicide,630.5,23.5,56,no
438,suoth,Barley,13/06/2020,18/09/2020,38.23,129885,sprnkler,Peat,Organic,Herbicide,143.7,11.7,59,no
439,Soth,rice,09/10/2024,15/02/2025,46.84,198675,None,sand,MIXED,fungicid,1733.6,15.6,40,No
440,South,rice,15/01/2021,09/07/2021,47.07,174883,Sprinkler,peat,Mixed,None,816.5,33.2,26,No
441,East,Soy,20/05/2020,10/11/2020,9.15,20530,None,sand,Non,insecticide,726,24.3,60,no
442,Soth,barlay,03/05/2023,23/08/2023,43.8,136286,SPRINKLER,Si lt,organik,Insecticide,759.3,21,65,no
443,South,Barley,19/05/2020,01/09/2020,37,108264,dripp,Cly,Mixed,Herbicid,889.8,16.3,31,No
